Nombre,Domicilio
PREESCOLAR GENERAL - XAIRE,"5 DE FEBRERO S/N, AMPLIACION SANTIAGO ACAHUALTEPEC, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. JOSE ROMERO Y FUENTES,"LAS FLORES NO.37, LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - CARLOS ENRIQUE NERI GUZMAN,"AV TELECOMUNICACIONES S/N FRENTE 8-9-10, U HAB CHINAMPAC DE JUAREZ, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - CIPACTLI,"DR. MARIANO AZUELA NO 138, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - ESTEBAN GARCIA DE ALBA,"JORGE ENCISO NO.1203, HEROES DE CHURUBUSCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - UNIDAD MODELO,"RET.105 AV.RIO CHURUBUSCO NO.85, UNIDAD MODELO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - NUEVO MILENIO,"GUILLERMO PRIETO S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - ARQ. MANUEL TOLSA,"PROLG PELUQUEROS S/N, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL - JOSEFA MURILLO,"BRAVO 83 ESQ. NACIONAL, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE FRANCIA,"XOCOTITLA NO 14, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - CLUB DE LEONES NUMERO 1,"YAQUIS NO 2, LA RAZA, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - GUILLERMO GONZALEZ CAMARENA,"AV 1525,1527 Y CALLE 414, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - DR. JOSE MARIA LUIS MORA,"CUAUHTEMOC S/N, LA PASTORA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFR HERMILO ZAVALZA DEL VALLE,"YOBAIN NO 659 Y BOLONCHEN, CULTURA MAYA, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - TLAHUAC,"CALLE DE LA TURBA NO 198 B, GRANJAS CABRERA, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - LOS DERECHOS DE NIÐO,"CALLE 17 NO.25, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - CONTLE PAXQUI,"CALLE PINO S/N, CAMPESTRE EL POTRERO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - MIAHUAXOCHITL,"SIMON BOLIVAR S/N, IXTLAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - ING. GUILLERMO GONZALEZ CAMARENA,"CALZ AZCAPOTZALCO LA VILLA NO 66, BARRIO LOS REYES, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - ALICIA LOPEZ AMADOR,"PLAZUELA DE LOS REYES S/N, PUEBLO LOS REYES, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - PROFR. FAUSTO ARROYO PEREZ,"ATLACOMULCO S/N, GRAL FELIPE BERRIOZABAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - TONANITLA,"CALLE 8 Y RIO TLANEPANTLA, GUADALUPE PROLETARIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - EMILIANO ZAPATA,"PROSPERO GARCIA NO 54, SANTA MARIA TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA GENERAL - GERARDO MURILLO,"PROL ARTIFICIOS, COLONIA EL CAPULIN, DELEGACION ALVARO OBREGON, MEXICO DF"
PRIMARIA GENERAL - REFORMA AGRARIA,"HERMANOS WRIGHT NO.75, SAN ANDRES TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - I.S.S.S.T.E.,"MANUEL GONZALEZ NO 396, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - PROFRA. VICENTA TRUJILLO,"LERDO NO 246, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - 18 DE MARZO,"JOSE MA BUSTILLOS NO 60, ALGARIN, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - ING. PABLO SALINAS Y DELGADO,"PROLONGACION CIPRES NO 621, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - HEROES DE CERRO PRIETO,"CDA DE SOLES S/N, CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - PROFESOR CARLOS BENITEZ DELORME,"RUMANIA NO 701, POSTAL, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - ESTADO DE COLIMA,"FERNANDO MONTES DE OCA S/N, GUADALUPE DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - BANDERA DE MEXICO,"ALFONSO TORO NO.1708, ESCUADRON 201, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. RAFAEL JIMENEZ,"SUPREMA CORTE DE JUSTICIA S/N, FEDERAL, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
SECUNDARIA GENERAL -  JUSTO A. ZAMUDIO VARGAS,"1RA CDA DE AQUILES ELORDUY, EL RECREO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - TILLOLI,"AV 414-A Y 483 SUPER MANZANA 31, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
JUAN JACOBO ROUSSEAU,"VOLCAN LANIN Y ACATENANGO S/N, AMPL PROVIDENCIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 32 CITLALPILYOCAN","MAIZ S/N, JARDINES DEL SUR, DELEGACION XOCHIMILCO, MEXICO DF."
SECUNDARIA GENERAL - CUAUHTEMOC,"AV HIDALGO NO 21, BARRIO LA ASUNCION, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - PROFR. JOSE GUADALUPE AGUILERA,"VAINILLA NO 304, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - WALT DISNEY,"SUPER MANZANA 3 RETORNO 21, AVANTE, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - JOSE REVUELTAS,"AV CERRO DEL CHIQUIHUITE S/N, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - ALFREDO BERNARDO NOBEL,"AV TORRES ELECT Y 3ER ANILLO CIR, UNIDAD HAB LOMAS DE SOTELO, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - CARLOS PELLICER,"PROL PLAZUELA REAL DE LOS REYES S/N, PUEBLO LOS REYES, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - FRAY FRANCISCO APARICIO,"LAGO CHALCO NO 57, ANAHUAC I, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - PROGRESO,"PROGRESO NO 193, ESCANDON, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - MANUEL M. PONCE,"DOROTEO ARANGO S/N, HACIENDA DEL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - ROSARIO CASTELLANOS,"CALZ MAESTRO RURAL NO 57, SANTO TOMAS, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA GENERAL - FRANCISCO LARROYO,"TELECOMUNICACIONES ESQ EJE 5 F-6 Y F-7, U HAB CHINAMPAC DE JUAREZ, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - ANDRES MOLINA ENRIQUEZ,"CALZADA DEL PEÑON Y CANTERIA, TRES MOSQUETEROS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - ESCUELA PRIMARIA,"VILLA FRIA S/N, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - BENITO PEREZ GALDOS,"JACARANDAS NO.1, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ANAHUACALLI,"MITL Y TABARE, ADOLFO RUIZ CORTINES, DELEGACION COYOACAN, MEXICO DF."
PRIMARIA GENERAL - JESUS MASTACHE ROMAN,"VALENTIN GOMEZ FARIAS NO 29, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - HERMILO NOVELO,"GUILLERMO PRIETO S/N, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - XOCHIPILCO,"CDA. DE MIRASOL S/N, PEDREGAL DE SAN PEDRO MARTIR, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL - HUITZAPIZTLI,"HECELCHAKAN Y CHAPAB S/N, CUCHILLA DE PADIERNA, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL - AJUCHITAN,"MORELOS Y LEONA VICARIO, SANTO TOMAS AJUSCO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - SEBASTIAN LERDO DE TEJADA,"CALLE SIETE NO 39, AMPLIACION MIGUEL HIDALGO, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - ESTADO DE SAN LUIS POTOSI,"ACUEDUCTO Y SN JUAN BOSCO NO 39, HUIPULCO, DELEGACION TLALPAN, MEXICO DF."
ATENDER A PREESCOLAR CON PROBLEMAS LEVES EN SU DESARROLLO - CAPEP MIGUEL HIDALGO  2,"PRESA SALINILLAS S/N, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 55,"CALLE SUR 28 ENTRE OTE 255 Y 259, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
PRIMARIA GENERAL - JUAN JOSE MARTINEZ,"SUR 183 NO 1701, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF."
PREESCOLAR GENERAL - ADOLFO LOPEZ MATEOS,"CESAREO CASTRO Y DIEGO GARCIA, RESIDENCIAL MILITAR, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - LIC. LUIS DONALDO COLOSIO MURRIETA,"AV. MEXICO ESQ. BAJA CALIFORNIA, COLONIA EL PIRUL, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - DR. IGNACIO CHAVEZ SANCHEZ,"CHINAMECA SN, COLONIA  LA SENON DELGADO, DELEGACION ALVARO OBREGON, MEXICO DF."
PRIMARIA GENERAL - PROFR. SABINO RODRIGUEZ,"BAHIAS SANTA BARBARA Y DESCANSO, HUASTECA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - ANTONIO CASO,"LAGO SAN JOSE NO 16 BIS, AMPLIACION GRANADA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - FRANCISCO DEL OLMO,"FRANCISCO I MADERO NO 15, PUEBLO SANTA ANA TLACOTENCO, DELEGACION MILPA ALTA, MEXICO DF."
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 18 MARGARITA MAZA DE JUAREZ","CAMPO MARTE Y REFORMA (AUDITORIO NACIONAL), OLANCO CHAPULTEPEC, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - MARIA TERESA VAZQUEZ,"CALLE UNO NO 3, REFORMA SOCIAL, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA DE INDONESIA,"CAÑITO S/N, HUICHAPAN, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - LUIS BRAILLE,"MIGUEL ACEVES M.Y P.INFANTE NO.1, AMPLIACION EMILIANO ZAPATA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - TLALOCAN,"AV DIAZ SOTO Y GAMA S/N, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - FEDERICO BERRUETO RAMON,"INGENIEROS TOPOGRAFOS NO.65, PUEBLO ACULCO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. MAXIMINO MARTINEZ ESTRELLA,ELISA ACUÐA Y ROSSETY NO.98 SANTA MARTHA ACATITLA
SECUNDARIA GENERAL - DON MELCHOR OCAMPO,"NORTE 29 NO 63 Y ORIENTE 164, MOCTEZUMA 2A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PRIMARIA GENERAL - CINCO DE MAYO,"FRANCISCO ESPEJEL NO 92, MOCTEZUMA 1A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
SECUNDARIA GENERAL - JAVIER BARROS SIERRA,"AV HANK GONZALEZ ESQ MARTE, LOMAS DE LA ESTANCIA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - LORENZA ROSALES,"AV DEL TRABAJO NO 228, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
SECUNDARIA GENERAL - XOCHIMILCO,"CUITLAHUAC Y MORELOS, BARRIO XALTOCAN, DELEGACION XOCHIMILCO, MEXICO DF."
PRIMARIA GENERAL - JOSE VICENTE VILLADA,"CALLE 607 PLAZA 15, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - GENERAL FRANCISCO MENENDEZ,"CALLE SIETE 54, SAN PEDRO DE LOS PINOS, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - JOSE MARTI,"MIER Y PESADO NO 30, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF.."
SECUNDARIA GENERAL - MAX SHEIN,"ROSA ZARAGOZA Y R M SIQUEIROS, UNIDAD HABITACIONAL C T M, DELEGACION COYOACAN, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 45 (APAC)    M","DR  ARCE NO  105, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - PEDRO SAINZ DE BARANDA,"DR ANDRADE Y OLVERA NO 190, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - FRAY BARTOLOME DE LAS CASAS,"ZARAGOZA NO 64, BUENAVISTA, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - SARA MANZANO,"DEL CARMEN NO 63, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - ACOLHUACAN,"ELISA ACUÐA Y ROSSETY S/N, SANTA MARTHA ACATITLA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. RAMIRO SANCHEZ LOPEZ,"ORQUIDEA Y AV.MINAS S/N, BUENAVISTA, DELEGACION IZTAPALAPA, MEXICO DF."
ESCUELA SECUNDARIA TECNICA 87,"ELOY CABAZOS S/N, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - XINACHTLI,"PROLONGACION CHIHUAHUA S/N, PUEBLO SN SEBASTIAN TECOLOXTITLA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - PROFR. MANUEL AGUILAR SAENZ,"2A CDA.DE JOSE M. FLORES NO.50, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - HEROES DEL MOLINO DEL REY,"GRAL.MANUEL CEPEDA PERAZA NO.41, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 19","CAMINO ANCHO NO  34, CERRILLOS, DELEGACION XOCHIMILCO, MEXICO DF."
PREESCOLAR GENERAL - PROFR. ISAIAS MORONES ESCAMILLA,"VICENTE GUERRERO S/N, PUEBLO SAN ANDRES AHUAYUCAN, DELEGACION XOCHIMILCO, MEXICO DF."
PREESCOLAR GENERAL - JACARANDAS,"ING GUILLERMO GONZALEZ CAMARENA NO 75, JACARANDAS, DELEGACION IZTAPALAPA, MEXICO DF."
SECUNDARIA PARA TRABAJADORES - MARIANO AZUELA,"WISCONSIN 110, AMPLIACION NAPOLES, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - HEROES DE LA INDEPENDENCIA,"CUAUHTEMOC NO 5, VILLA TEPEPAN, DELEGACION XOCHIMILCO, MEXICO DF."
SECUNDARIA GENERAL - ESTADO DE VERACRUZ,"AV. TLAHUAC NUM 20, SANTA MARIA TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - GENARO GARCIA,"MATIAS ROMERO NO.1, SAN LORENZO TEZONCO, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL - NAHIBI,"TEJOCOTES Y ESPIRITU SANTO S/N, XALPA, DELEGACION IZTAPALAPA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - SALTILLO,"CALLE 24 Y CALLE 1, SAN FRANCISCO XOCOTITLA, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - ESTADO DE ISRAEL,"HDA CLAVERIA S/N, PRADOS DEL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - JOSEFINA CASTANEDA Y DEL POZO,"JACARANDAS Y DURAZNOS, PASTEROS, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - JESUS SILVA HERZOG,"AV 611 Y CDA 611, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - JOSE INES NOVELO,"1A CERRADA PTO MAZATLAN S/N, PILOTO ADOLFO LOPEZ MATEOS, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL - RICARDO ZAMORA BUITRON,"ADOLFO RUIZ CORTINEZ NO 26, COLONIA PRESIDENTES, DELEGACION ALVARO OBREGON, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ANTONIO VANEGAS ARROYO,"HEROES DE GRANADITAS NO 85, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - CAMPANITAS,"MAPIMI NO 41, VALLE GOMEZ, DELEGACION CUAUHTEMOC, MEXICO DF."
SECUNDARIA GENERAL - XIPE TOTEC,"PROL CENTRAL Y NORTE 94-A Y ORIENTE 173, UNIDAD HAB LA ESMERALDA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"CALZ VALLEJO Y 100 METROS SUR, MAGDALENA DE LAS SALINAS, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA GENERAL - EMMA GODOY,"AV GRAN CANAL ORIENTE NO 6900, UNIDAD HAB LA ESMERALDA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
SECUNDARIA FEDERAL,"CALLE MARCO POLO Y ROBLES S/N, COLONIA REACOMODO LOMAS DE TARANGO, DELEGACION ALVARO OBREGON, MEXICO DF"
PRIMARIA GENERAL - DR. JAIME TORRES BODET,"NARDO Y FLOR DE LIZ S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - TLACAELEL,"GITANA Y MANTARRAYA, LA NOPALERA, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - JOSE TRINIDAD SAN MIGUEL PINEDA,"CALMECAC S/N BARRIO SANTA CRUZ, SAN ANDRES MIXQUIC, DELEGACION TLAHUAC, MEXICO DF."
PREESCOLAR GENERAL - MARIA DE LOS ANGELES QUINTANAR Y ALVA,"AMADOR SALAZAR Y EMILIANO ZAPATA, PUEBLO SAN NICOLAS TETELCO, DELEGACION TLAHUAC, MEXICO DF."
LICENCIATURA EN EDUCACION SECUNDARIA (CURSOS ORDINARIOS) - ESCUELA NORMAL SUPERIOR DE MEXICO,"MANUEL SALAZAR NO 201, HACIENDA DEL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - ESTADO DE TLAXCALA,"HACIENDA DE CLAVERIA S/N, PRADOS DEL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF."
SECUNDARIA GENERAL - TLAMACHIHUAPAN,"TIZIMIN Y CELESTUN S/N, Z U E EJIDOS DE PADIERNA, DELEGACION TLALPAN, MEXICO DF."
PRIMARIA GENERAL - DR. MARIANO AZUELA,"DR BARRAGAN NO 815, NARVARTE, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - AMADO NERVO,"BENVENUTO CELLINI NO 21, MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF.."
PRIMARIA GENERAL - REPUBLICA FRANCESA,"MADERO Y CDA DE CORTES S/N, COLONIA TLACOPAC, DELEGACION ALVARO OBREGON, MEXICO DF"
TELESECUNDARIA 17,"SUR 111 NUM 294 Y LUIS LARA PARDO, JARDIN BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - BERTRAND RUSSELL,"AV SANTA TERESA MZA. 36 LTE 34, JORGE NEGRETE, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - PROFRA. JOSEFINA TOLSA MARAÑON,"CORNELIO LARIOS Y RUBEN LEÑERO, PALMATITLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - AUGUSTO NOVARO,"TORONJIL Y MEJORANA, U H VICTORIA DE LAS DEMOCRACIAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - HEROE DE NACOZARI,"DEBUSSY NO 203, GUADALUPE VICTORIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - GENERAL FELIPE ANGELES RAMIREZ,"AV CENTRAL Y GUAM S/N, EUZKADI, DELEGACION AZCAPOTZALCO, MEXICO DF."
PREESCOLAR GENERAL - ESTANCIA JARDIN INFANTIL NO. 15 D.I.F,"BOITO 69, EX-HIPODROMO DE PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - PROGRESO CAMPESINO,"NIÑOS HEROES NO 16, SAN LORENZO TLACOYUCAN, DELEGACION MILPA ALTA, MEXICO DF."
PRIMARIA GENERAL - REPUBLICA POPULAR CHINA,"DR FEDERICO GOMEZ SANTOS NO 141, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF."
PRIMARIA GENERAL - LIC. MIGUEL SERRANO,"REP DE CUBA NO 95, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 102 M","PRESIDENTE MASARIK NO  526, 2DO  PISO, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - CHAPULTEPEC,"PASEO DE LA REFORMA NO 1125, LOMAS DE CHAPULTEPEC, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PRIMARIA GENERAL - DR. MIGUEL SILVA,"LAGO CANEGUIN NO 29, ARGENTINA ANTIGUA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
PREESCOLAR GENERAL - CITLALI,"AV. TLAHUAC KM. 22.5, SANTIAGO ZAPOTITLAN, DELEGACION TLAHUAC, MEXICO DF."
PRIMARIA GENERAL - ASOCIACION DE FERRETEROS DE MEXICO,"CALLE DE LOS POSTES S/N, COLONIA JOSE MARIA PINO SUAREZ, DELEGACION ALVARO OBREGON, MEXICO DF."
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 21 HANS CHRISTIAN ANDERSEN","JESUS CARRANZA NO 85, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - FEDERICO FROEBEL,"SANTA MARIA LA RIBERA NO 64, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
PREESCOLAR GENERAL - LIC. AGUSTIN YANEZ,"RET. GENARO ALVARADO Y AV. TORRES, UNIDAD CTM ATZACOALCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - LUDWING VAN BEETHOVEN,"VOLCAN LANIN SUR Y VOLCAN TUXTLA, AMPL PROVIDENCIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - REPUBLICA DE PERU,"NORTE 94 NO 4419, MALINCHE, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - VICTORIO ROJAS OLIVAR,"AV ACUEDUCTO S/N, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PREESCOLAR GENERAL - HERMENEGILDO GALEANA,"ROSALIO BUSTAMANTE ESQ LUIS GARCIA, SANTA MARTHA ACATITLA, DELEGACION IZTAPALAPA, MEXICO DF."
PRIMARIA GENERAL - ING. ROBERTO GAYOL,"SAN LORENZO NO.19, SAN LORENZO TEZONCO, DELEGACION IZTAPALAPA, MEXICO DF."
TELESECUNDARIA 106,"AYUNTAMIENTO NUM 131 Y MARIANO E, SAN JOSE, DELEGACION IZTAPALAPA, MEXICO DF."
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 77","CAMPO ENCANTADO S/N, AMPLIACION PETROLERA, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - HEROES DEL SUR,"CAMPOS MINATITLAN Y LOMITAS S/N, REYNOSA TAMAULIPAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
PRIMARIA GENERAL - CENOBIA GARCIA NAVA,"RAFAEL CHECA NO 2, COLONIA SANTA ROSA XOCHIAC, DELEGACION ALVARO OBREGON, MEXICO DF."
SECUNDARIA GENERAL - PRESIDENTE VALENTIN GOMEZ FARIAS,
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - EJIDO DE TICOMAN,"PATRIA Y ESCUADRON 201, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
PRIMARIA GENERAL - EMILIO BRAVO,"AV EMILIANO ZAPATA S/N, CUAUTEPEC DE MADERO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
